,Time_Zone ,Date,Tweets_tag
482, Central Africa Standard Time	,2020-09-09,"		RT @kefeado: @fidakenya @EasterAchieng1 @KisumuCountyKE @KenyaGovernors @equalitynow @WomenDeliver @SDGsKenyaForum @UNFPA @UN_Women @Globalâ€¦	en	[{'screen_name': 'kefeado', 'name': 'kefeado', 'id': '774283108241866752'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}, {'screen_name': 'easterachieng1', 'name': 'easter achieng okech', 'id': '906999452'}, {'screen_name': 'kisumucountyke', 'name': 'kisumu county', 'id': '2337898964'}, {'screen_name': 'kenyagovernors', 'name': 'council of governors', 'id': '1488015864'}, {'screen_name': 'equalitynow', 'name': 'equalitynow', 'id': '14800620'}, {'screen_name': 'womendeliver', 'name': 'women deliver', 'id': '27648752'}, {'screen_name': 'sdgskenyaforum', 'name': 'sdgs kenya forum', 'id': '704017388438691840'}, {'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'un_women', 'name': 'un women', 'id': '17137628'}]	[]	[]	0	7	0	[]	[]	https://twitter.com/fidakenya/status/1303669633107587073	True	0	0					774283108241866752	@fidakenya @EasterAchieng1 @KisumuCountyKE @KenyaGovernors @equalitynow @WomenDeliver @SDGsKenyaForum @UNFPA @UN_Women @GlobalFundWomen @ThinkCREA @MIW_CRPD @MOH_Kenya @OlangEssy @NetworkAthena The quality of reproductive health care must be an everyday conversation at the family level.  UHC focuses on family health and investment on this at the lower level facilities is not to ensure access is close but confidential.  The lack of confidentiality is a barrier.	1303669103803215875	[]	2020-09-09 13:18:30 W. Central Africa Standard Time"
483, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: It's important to acknowledge that no act of Parliament can supersede the supreme law of the land. #FIDASRHR #Reproductiveâ€¦	en	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}]	[]	[]	0	5	0	['fidasrhr']	[]	https://twitter.com/fidakenya/status/1303669384402141184	True	0	0					3105812176	""It's important to acknowledge that no act of Parliament can supersede the supreme law of the land."
484, Central Africa Standard Time	,2020-09-09,"		RT @MitchelleO: @StandardKenya @citizentvkenya @SenMutula @RobertAlai @Konyango_Martin @LMinayo @KELINKenya @DrAlfredMutua @MikeSonko  httpsâ€¦	und	""[{'screen_name': 'mitchelleo', 'name': 'mitchelle oyuga', 'id': '468623632'}, {'screen_name': 'standardkenya', 'name': 'the standard digital', 'id': '53037279'}, {'screen_name': 'citizentvkenya', 'name': 'citizen tv kenya', 'id': '70394965'}, {'screen_name': 'senmutula', 'name': 'sen mutula kilonzojr', 'id': '710731850'}, {'screen_name': 'robertalai', 'name': 'robert alai, hsc', 'id': '16712223'}, {'screen_name': 'konyango_martin', 'name': """"k'onyango martin"""", 'id': '890561066'}, {'screen_name': 'lminayo', 'name': 'lucy minayo', 'id': '33863672'}, {'screen_name': 'kelinkenya', 'name': 'kelin', 'id': '169007075'}, {'screen_name': 'dralfredmutua', 'name': 'dr. alfred mutua', 'id': '849106484'}, {'screen_name': 'mikesonko', 'name': 'mike sonko', 'id': '1462725421'}]""	[]	[]	0	5	0	[]	[]	https://twitter.com/fidakenya/status/1303669367482261505	True	https://twitter.com/RealPitaOduor/status/1303667846715715587	0					468623632	@StandardKenya @citizentvkenya @SenMutula @RobertAlai @Konyango_Martin @LMinayo @KELINKenya @DrAlfredMutua @MikeSonko	1303668712608849926	[]	2020-09-09 13:16:56 W. Central Africa Standard Time"
485, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: In matters regarding the right to health,the Constitution has been clear. In the sameConstitution,the right to reproductivâ€¦	en	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}]	[]	[]	0	9	0	[]	[]	https://twitter.com/fidakenya/status/1303669339992862721	True	https://twitter.com/MitchelleO/status/1303668162072924160	0					3105812176	""In matters regarding the right to health,the Constitution has been clear. In the sameConstitution,the right to reproductive health is even further emphasised."
486, Central Africa Standard Time	,2020-09-09,"		@RealPitaOduor as we circle back to the issue of direct communication, what are the most appropriate tools and channels of communication most effective for the dissemination of SRHR information to the targeted audience? #FIDASRHR @kefeado @NudiOrawo @MitchelleO @IdahKnowles  https://t.co/AKo8Y1FuZi	en	[{'screen_name': 'kefeado', 'name': 'kefeado', 'id': '774283108241866752'}, {'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}, {'screen_name': 'mitchelleo', 'name': 'mitchelle oyuga', 'id': '468623632'}, {'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}]	[]	['https://pbs.twimg.com/media/EheQS3uWsAAnyCN.jpg']	4	3	4	['fidasrhr']	[]	https://twitter.com/fidakenya/status/1303669287022923777	False	0	1	https://pbs.twimg.com/media/EheQS3uWsAAnyCN.jpg							[]"
487, Central Africa Standard Time	,2020-09-09,"		RT @lucymitei: Remember the previous webinar we had and many participants were asking about family planning. It was an eye opener! There isâ€¦	en	[{'screen_name': 'lucymitei', 'name': 'lucy mitei', 'id': '3238180895'}]	[]	[]	0	9	0	[]	[]	https://twitter.com/fidakenya/status/1303669060115337216	True	https://twitter.com/SamsonOkech/status/1303647005034639361	0					3238180895	Remember the previous webinar we had and many participants were asking about family planning. It was an eye opener! There is inadequate access to information on FP out there. It is a gap that @MOH_Kenya should take seriously.@fidakenya #FIDASRHR @SamsonOkech @Awireri @LizGichohi	1303668737665568768	[]	2020-09-09 13:17:02 W. Central Africa Standard Time"
488, Central Africa Standard Time	,2020-09-09,"		RT @RealPitaOduor: @fidakenya @karryjay @IdahKnowles @VICTOR_KARYOKEY @MitchelleO @EasterAchieng1 @NudiOrawo One thing that has come out clâ€¦	en	[{'screen_name': 'realpitaoduor', 'name': 'peter oduor', 'id': '816206535865016321'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}, {'screen_name': 'karryjay', 'name': 'james karongo kuria', 'id': '218383839'}, {'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}, {'screen_name': 'victor_karyokey', 'name': 'the_living_wiardo', 'id': '277045447'}, {'screen_name': 'mitchelleo', 'name': 'mitchelle oyuga', 'id': '468623632'}, {'screen_name': 'easterachieng1', 'name': 'easter achieng okech', 'id': '906999452'}, {'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}]	[]	[]	0	7	0	[]	[]	https://twitter.com/fidakenya/status/1303668516609036288	True	0	0					816206535865016321	@fidakenya @karryjay @IdahKnowles @VICTOR_KARYOKEY @MitchelleO @EasterAchieng1 @NudiOrawo One thing that has come out clearly is that girls heavily rely on their friends (network of friends) to get knowledge on family planning. The cases in Nakuru (Published in The Standard a week ago) made it clear. The task now is to have these teens share the right information.	1303667846715715587	[]	2020-09-09 13:13:30 W. Central Africa Standard Time"
489, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: #FIDASRHR #ReproductiveHealthCareBill2019  https://t.co/0Ejub40vEZ	und	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}]	[]	[]	0	4	0	['fidasrhr', 'reproductivehealthcarebill2019']	[]	https://twitter.com/fidakenya/status/1303668479900426242	True	https://twitter.com/RealPitaOduor/status/1303667846715715587	0					3105812176	#FIDASRHR #ReproductiveHealthCareBill2019	1303668316356182016	[]	2020-09-09 13:15:22 W. Central Africa Standard Time"
490, Central Africa Standard Time	,2020-09-09,"		RT @MitchelleO: Adolescents right to SRH services also includes their right not to have such services forced upon them. @fidakenya @Standarâ€¦	en	[{'screen_name': 'mitchelleo', 'name': 'mitchelle oyuga', 'id': '468623632'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}]	[]	[]	0	12	0	[]	[]	https://twitter.com/fidakenya/status/1303668462179487748	True	0	0					468623632	""Adolescents right to SRH services also includes their right not to have such services forced upon them. @fidakenya"
491, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: #FIDASRHR #ReproductiveHealthCareBill2019  https://t.co/AWeBDS7Csv	und	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}]	[]	[]	0	4	0	['fidasrhr', 'reproductivehealthcarebill2019']	[]	https://twitter.com/fidakenya/status/1303668344516677632	True	https://twitter.com/misasajoel/status/1303665977884901377	0					3105812176	#FIDASRHR #ReproductiveHealthCareBill2019	1303667420440207361	[]	2020-09-09 13:11:48 W. Central Africa Standard Time"
492, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: #FIDASRHR #ReproductiveHealthCareBill2019  https://t.co/xbZAOUSTKT	und	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}]	[]	[]	0	4	0	['fidasrhr', 'reproductivehealthcarebill2019']	[]	https://twitter.com/fidakenya/status/1303668321993347073	True	https://twitter.com/IdahKnowles/status/1303661041046388739	0					3105812176	#FIDASRHR #ReproductiveHealthCareBill2019	1303668042749140992	[]	2020-09-09 13:14:17 W. Central Africa Standard Time"
493, Central Africa Standard Time	,2020-09-09,"		RT @misasajoel: The committee on the rights of the child and the committee on the elimination of discrimination against women(Cedaw) have râ€¦	en	[{'screen_name': 'misasajoel', 'name': 'misasa joel', 'id': '4697129546'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/fidakenya/status/1303668308412182528	True	0	0					4697129546	""The committee on the rights of the child and the committee on the elimination of discrimination against women(Cedaw) have recognized adolescents right to contraceptive information and services."
494, Central Africa Standard Time	,2020-09-09,"		RT @LizGichohi: @misasajoel @fida_kenya @karryjay @IdahKnowles @VICTOR_KARYOKEY @RealPitaOduor @NudiOrawo @EasterAchieng1 @Awireri @SamsonOâ€¦	en	[{'screen_name': 'lizgichohi', 'name': 'liz gichohi', 'id': '1126074219023020032'}, {'screen_name': 'misasajoel', 'name': 'misasa joel', 'id': '4697129546'}, {'screen_name': 'fida_kenya', 'name': 'fida kenya', 'id': '2573342813'}, {'screen_name': 'karryjay', 'name': 'james karongo kuria', 'id': '218383839'}, {'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}, {'screen_name': 'victor_karyokey', 'name': 'the_living_wiardo', 'id': '277045447'}, {'screen_name': 'realpitaoduor', 'name': 'peter oduor', 'id': '816206535865016321'}, {'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}, {'screen_name': 'easterachieng1', 'name': 'easter achieng okech', 'id': '906999452'}, {'screen_name': 'awireri', 'name': 'anne w. ireri', 'id': '1103635088'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/fidakenya/status/1303668229261398016	True	0	0					1126074219023020032	@misasajoel @fida_kenya @karryjay @IdahKnowles @VICTOR_KARYOKEY @RealPitaOduor @NudiOrawo @EasterAchieng1 @Awireri @SamsonOkech @MitchelleO Adequate planning and spacing at appropriate time for a healthier Nation.	1303666134181449728	[]	2020-09-09 13:06:41 W. Central Africa Standard Time"
495, Central Africa Standard Time	,2020-09-09,"		RT @misasajoel: Ensuring access to contraceptive information and services has countless socioeconomic benefits and is central to achievingâ€¦	en	[{'screen_name': 'misasajoel', 'name': 'misasa joel', 'id': '4697129546'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/fidakenya/status/1303668217244680194	True	0	0					4697129546	""Ensuring access to contraceptive information and services has countless socioeconomic benefits and is central to achieving gender equality."
496, Central Africa Standard Time	,2020-09-09,"		RT @misasajoel: Lack of evidence -based sexuality education and information hampers adolescents ability to make informed decisions around câ€¦	en	[{'screen_name': 'misasajoel', 'name': 'misasa joel', 'id': '4697129546'}]	[]	[]	0	6	0	[]	[]	https://twitter.com/fidakenya/status/1303668203718090754	True	0	0					4697129546	""Lack of evidence -based sexuality education and information hampers adolescents ability to make informed decisions around contraceptive use."
497, Central Africa Standard Time	,2020-09-09,"		RT @LizGichohi: @lucymitei @fidakenya @FHOKenya @MOH_Kenya @MitchelleO SRHR issues will be well anchored in the Reproductive Health Bill, lâ€¦	en	[{'screen_name': 'lizgichohi', 'name': 'liz gichohi', 'id': '1126074219023020032'}, {'screen_name': 'lucymitei', 'name': 'lucy mitei', 'id': '3238180895'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}, {'screen_name': 'fhokenya', 'name': 'family health options kenya', 'id': '555913848'}, {'screen_name': 'moh_kenya', 'name': 'ministry of health', 'id': '4871317955'}, {'screen_name': 'mitchelleo', 'name': 'mitchelle oyuga', 'id': '468623632'}]	[]	[]	0	3	0	[]	[]	https://twitter.com/fidakenya/status/1303668188278915077	True	0	0					1126074219023020032	@lucymitei @fidakenya @FHOKenya @MOH_Kenya @MitchelleO SRHR issues will be well anchored in the Reproductive Health Bill, let's stop the side shows.	1303667687281831936	[]	2020-09-09 13:12:52 W. Central Africa Standard Time"
498, Central Africa Standard Time	,2020-09-09,"		RT @lucymitei: Remember the picture circulating the Ã´ther way where pregnant women in Eldoret were in queueing to see an herbalist. Women aâ€¦	en	[{'screen_name': 'lucymitei', 'name': 'lucy mitei', 'id': '3238180895'}]	[]	[]	0	5	0	[]	[]	https://twitter.com/fidakenya/status/1303668175226183680	True	https://twitter.com/fidakenya/status/1303655217385353217	0					3238180895	Remember the picture circulating the Ã´ther way where pregnant women in Eldoret were in queueing to see an herbalist. Women are turning to herbalists and we know the imminent risk in this. @fidakenya #FIDASRHR @LizGichohi  @FHOKenya @MOH_Kenya @MitchelleO	1303666566404476929	[]	2020-09-09 13:08:25 W. Central Africa Standard Time"
499, Central Africa Standard Time	,2020-09-09,"		RT @MitchelleO: Adolescents right to SRH services also includes their right not to have such services forced upon them. @fidakenya @karryjaâ€¦	en	[{'screen_name': 'mitchelleo', 'name': 'mitchelle oyuga', 'id': '468623632'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}]	[]	[]	0	7	0	[]	[]	https://twitter.com/fidakenya/status/1303668160688779266	True	0	0					468623632	""Adolescents right to SRH services also includes their right not to have such services forced upon them. @fidakenya"
500, Central Africa Standard Time	,2020-09-09,"		RT @lucymitei: So true @LizGichohi We have reduced to the Bill to one chapter only. So sad.  https://t.co/nOGpYlO8bO	en	[{'screen_name': 'lucymitei', 'name': 'lucy mitei', 'id': '3238180895'}, {'screen_name': 'lizgichohi', 'name': 'liz gichohi', 'id': '1126074219023020032'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/fidakenya/status/1303668140233101314	True	https://twitter.com/LizGichohi/status/1303664796454223878	0					3238180895	""So true @LizGichohi"
501, Central Africa Standard Time	,2020-09-09,		@kefeado	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/fidakenya/status/1303667774808522752	False	https://twitter.com/fidakenya/status/1303666066267275266	0								[]
502, Central Africa Standard Time	,2020-09-09,"		RT @NudiOrawo: @fidakenya We have very good laws that are often shelved. Not much investment is directed towards dissemination of polices.â€¦	en	[{'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}]	[]	[]	0	6	0	[]	[]	https://twitter.com/fidakenya/status/1303667465919041536	True	0	0					271833445	@fidakenya We have very good laws that are often shelved. Not much investment is directed towards dissemination of polices. The ignorance level of existing laws even within the state actors and duty bearers who are often government officials is worrying. #FIDASRHR	1303655766377861120	[]	2020-09-09 12:25:30 W. Central Africa Standard Time"
503, Central Africa Standard Time	,2020-09-09,"		RT @RealPitaOduor: 'Every healthcare provider shall, before prescribing a family planning method, provide relevant info to the person to whâ€¦	en	[{'screen_name': 'realpitaoduor', 'name': 'peter oduor', 'id': '816206535865016321'}]	[]	[]	0	8	0	[]	[]	https://twitter.com/fidakenya/status/1303667448504356865	True	0	0					816206535865016321	""'Every healthcare provider shall, before prescribing a family planning method, provide relevant info to the person to whom the prescription is being given as to the advantages &amp; disadvantages of the family planning method.'"
504, Central Africa Standard Time	,2020-09-09,"		RT @WaweruJackline: #FIDASRHR  Lets not leave anyone behind,lets involve adolescents and young people in the discussion on SRHR @fidakenyaâ€¦	en	[{'screen_name': 'wawerujackline', 'name': 'waweru jackline', 'id': '1695718850'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}]	[]	[]	0	8	0	['fidasrhr']	[]	https://twitter.com/fidakenya/status/1303667396671164416	True	https://twitter.com/MitchelleO/status/1303655161953427462	0					1695718850	""#FIDASRHR"
505, Central Africa Standard Time	,2020-09-09,"		RT @NudiOrawo: Universal Health Coverage (UHC) is premised on the principle of leaving no one behind. The Kenyan Constitution guarantees thâ€¦	en	[{'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}]	[]	[]	0	10	0	[]	[]	https://twitter.com/fidakenya/status/1303667360314920960	True	0	0					271833445	Universal Health Coverage (UHC) is premised on the principle of leaving no one behind. The Kenyan Constitution guarantees the right of everyone to reproductive health.  Adolescent are part and parcel of the society and their right to health ought to be respected. #FIDASRHR https://t.co/mjUFCjYQqm	1303650328563380227	[]	2020-09-09 12:03:53 W. Central Africa Standard Time"
506, Central Africa Standard Time	,2020-09-09,"		RT @karryjay: #FIDASRHR #ReproductiveHealthCareBill2019 @fidakenya @susankihika @EstherPassaris @MarthaKarua  https://t.co/mjkd6BjHSk	und	[{'screen_name': 'karryjay', 'name': 'james karongo kuria', 'id': '218383839'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}, {'screen_name': 'susankihika', 'name': 'sen. susan kihika', 'id': '1554189314'}, {'screen_name': 'estherpassaris', 'name': 'hon. esther m passaris', 'id': '38699733'}, {'screen_name': 'marthakarua', 'name': 'martha karua sc', 'id': '119958687'}]	[]	[]	0	4	0	['fidasrhr', 'reproductivehealthcarebill2019']	[]	https://twitter.com/fidakenya/status/1303667345731264512	True	https://twitter.com/MikeOkunson/status/1303654583630209026	0					218383839	#FIDASRHR #ReproductiveHealthCareBill2019 @fidakenya @susankihika @EstherPassaris @MarthaKarua	1303654902619672586	[]	2020-09-09 12:22:04 W. Central Africa Standard Time"
507, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: @karryjay   @victor_karyokey @RealPitaOduor @NudiOrawo @EasterAchieng1 @Awireri  @SamsonOkech @MitchelleO @LizGichohi @viaâ€¦	und	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}, {'screen_name': 'karryjay', 'name': 'james karongo kuria', 'id': '218383839'}, {'screen_name': 'victor_karyokey', 'name': 'the_living_wiardo', 'id': '277045447'}, {'screen_name': 'realpitaoduor', 'name': 'peter oduor', 'id': '816206535865016321'}, {'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}, {'screen_name': 'easterachieng1', 'name': 'easter achieng okech', 'id': '906999452'}, {'screen_name': 'awireri', 'name': 'anne w. ireri', 'id': '1103635088'}, {'screen_name': 'samsonokech', 'name': 'samson okech orao', 'id': '1100360977'}, {'screen_name': 'mitchelleo', 'name': 'mitchelle oyuga', 'id': '468623632'}, {'screen_name': 'lizgichohi', 'name': 'liz gichohi', 'id': '1126074219023020032'}]	[]	[]	0	3	0	[]	[]	https://twitter.com/fidakenya/status/1303667333815324674	True	https://twitter.com/IdahKnowles/status/1303657883670900737	0					3105812176	""@karryjay   @victor_karyokey @RealPitaOduor @NudiOrawo @EasterAchieng1 @Awireri"
508, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: #FIDASRHR #ReproductiveHealthCareBill2019 @ReproRights @susankihika @UNFPAKen @WomenDeliver @lucymitei  https://t.co/mUkpA4â€¦	und	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}, {'screen_name': 'reprorights', 'name': 'center for reproductive rights', 'id': '50310311'}, {'screen_name': 'susankihika', 'name': 'sen. susan kihika', 'id': '1554189314'}, {'screen_name': 'unfpaken', 'name': 'unfpa kenya', 'id': '373303428'}, {'screen_name': 'womendeliver', 'name': 'women deliver', 'id': '27648752'}, {'screen_name': 'lucymitei', 'name': 'lucy mitei', 'id': '3238180895'}]	[]	[]	0	3	0	['fidasrhr', 'reproductivehealthcarebill2019']	[]	https://twitter.com/fidakenya/status/1303667314320125952	True	https://twitter.com/NudiOrawo/status/1303657582012379140	0					3105812176	""#FIDASRHR #ReproductiveHealthCareBill2019"
509, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: #FIDASRHR #ReproductiveHealthCareBill2019  https://t.co/2dOIDuV1bT	und	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}]	[]	[]	0	2	0	['fidasrhr', 'reproductivehealthcarebill2019']	[]	https://twitter.com/fidakenya/status/1303667292983746561	True	https://twitter.com/NudiOrawo/status/1303659255061512192	0					3105812176	#FIDASRHR #ReproductiveHealthCareBill2019	1303659488147320834	[]	2020-09-09 12:40:17 W. Central Africa Standard Time"
510, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: @NudiOrawo @fidakenya:Most Kenyans are  unaware of the magnitude and cost of unsafe abortion and maternal deaths.Also theâ€¦	en	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}, {'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/fidakenya/status/1303667270833577984	True	0	0					3105812176	""@NudiOrawo @fidakenya:Most Kenyans are  unaware of the magnitude and cost of unsafe abortion and maternal deaths.Also the case is not persuasively made that access to quality and comprehensive sexual and reproductive health information and services is in everybodyâ€™s best interests"
511, Central Africa Standard Time	,2020-09-09,"		RT @NudiOrawo: Every person is entitled to dignity. The right to dignity dictates that people should be allowed to have the right to chooseâ€¦	en	[{'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}]	[]	[]	0	8	0	[]	[]	https://twitter.com/fidakenya/status/1303667255142764544	True	0	0					271833445	Every person is entitled to dignity. The right to dignity dictates that people should be allowed to have the right to choose when to have children, how to have children and with who. That a summary of the reproductive health bill 2019. #FIDASRHR	1303657582012379140	[]	2020-09-09 12:32:42 W. Central Africa Standard Time"
512, Central Africa Standard Time	,2020-09-09,"		RT @kefeado: @fidakenya @EasterAchieng1 @KisumuCountyKE @KenyaGovernors @equalitynow @WomenDeliver @SDGsKenyaForum @UNFPA @UN_Women @Globalâ€¦	en	[{'screen_name': 'kefeado', 'name': 'kefeado', 'id': '774283108241866752'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}, {'screen_name': 'easterachieng1', 'name': 'easter achieng okech', 'id': '906999452'}, {'screen_name': 'kisumucountyke', 'name': 'kisumu county', 'id': '2337898964'}, {'screen_name': 'kenyagovernors', 'name': 'council of governors', 'id': '1488015864'}, {'screen_name': 'equalitynow', 'name': 'equalitynow', 'id': '14800620'}, {'screen_name': 'womendeliver', 'name': 'women deliver', 'id': '27648752'}, {'screen_name': 'sdgskenyaforum', 'name': 'sdgs kenya forum', 'id': '704017388438691840'}, {'screen_name': 'unfpa', 'name': 'unfpa', 'id': '194643654'}, {'screen_name': 'un_women', 'name': 'un women', 'id': '17137628'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/fidakenya/status/1303666779273732097	True	0	0					774283108241866752	@fidakenya @EasterAchieng1 @KisumuCountyKE @KenyaGovernors @equalitynow @WomenDeliver @SDGsKenyaForum @UNFPA @UN_Women @GlobalFundWomen @ThinkCREA @MIW_CRPD @MOH_Kenya @OlangEssy @NetworkAthena The engagement on budget allocations to cover both the recurrent and development expenditure for SRHR is critical. How do engage legislators to look at the best interest of societies in need of quality health care and make adequate allocations at national and county level.	1303661347125817346	[]	2020-09-09 12:47:40 W. Central Africa Standard Time"
513, Central Africa Standard Time	,2020-09-09,"		RT @RealPitaOduor: @fidakenya Accessibility to issue specific information such as SHRH, especially among rural (county level) and urban pooâ€¦	en	[{'screen_name': 'realpitaoduor', 'name': 'peter oduor', 'id': '816206535865016321'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/fidakenya/status/1303666691918921728	True	0	0					816206535865016321	@fidakenya Accessibility to issue specific information such as SHRH, especially among rural (county level) and urban poor is low. Solution two would be to find simpler and more direct ways of reaching this group.	1303658012058562560	[]	2020-09-09 12:34:25 W. Central Africa Standard Time"
514, Central Africa Standard Time	,2020-09-09,"		RT @IdahKnowles: @fidakenya @EasterAchieng1 @NudiOrawo @RealPitaOduor #ReproductiveHealthCareBill2019 seeks to address reproductive healthâ€¦	en	[{'screen_name': 'idahknowles', 'name': 'aida', 'id': '3105812176'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}, {'screen_name': 'easterachieng1', 'name': 'easter achieng okech', 'id': '906999452'}, {'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}, {'screen_name': 'realpitaoduor', 'name': 'peter oduor', 'id': '816206535865016321'}]	[]	[]	0	3	0	['reproductivehealthcarebill2019']	[]	https://twitter.com/fidakenya/status/1303666633903349761	True	0	0					3105812176	""@fidakenya @EasterAchieng1 @NudiOrawo @RealPitaOduor #ReproductiveHealthCareBill2019 seeks to address reproductive health gaps. However, it has, once again, drawn fire from religious groups, some politicians and civil society lobby groups who are opposed to some of its provisions."
515, Central Africa Standard Time	,2020-09-09,"		RT @RealPitaOduor: @fidakenya @NudiOrawo @EasterAchieng1 This is one of the sure ways of ensuring that young people get the right informatiâ€¦	en	[{'screen_name': 'realpitaoduor', 'name': 'peter oduor', 'id': '816206535865016321'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}, {'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}, {'screen_name': 'easterachieng1', 'name': 'easter achieng okech', 'id': '906999452'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/fidakenya/status/1303666520237772801	True	0	0					816206535865016321	@fidakenya @NudiOrawo @EasterAchieng1 This is one of the sure ways of ensuring that young people get the right information. The school environment is perfect... introduce them to SHRH information early, the right way, it will stay with them, form part of who they are, and stay with them through adolescence and on.	1303664069363335172	[]	2020-09-09 12:58:29 W. Central Africa Standard Time"
516, Central Africa Standard Time	,2020-09-09,"		RT @NudiOrawo: @fidakenya @RealPitaOduor @EasterAchieng1 Information is power. We must empower our children with age appropriate comprehensâ€¦	en	[{'screen_name': 'nudiorawo', 'name': 'patricia nudi orawo', 'id': '271833445'}, {'screen_name': 'fidakenya', 'name': 'fida-kenya', 'id': '207988763'}, {'screen_name': 'realpitaoduor', 'name': 'peter oduor', 'id': '816206535865016321'}, {'screen_name': 'easterachieng1', 'name': 'easter achieng okech', 'id': '906999452'}]	[]	[]	0	6	0	[]	[]	https://twitter.com/fidakenya/status/1303666417385041921	True	0	0					271833445	@fidakenya @RealPitaOduor @EasterAchieng1 Information is power. We must empower our children with age appropriate comprehensive sexuality education to enable them make informed choices about their bodies. #FIDASRHR	1303664766045614080	[]	2020-09-09 13:01:15 W. Central Africa Standard Time"
